SA1_CODE_2021,zone_tier,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
10601110837,core,0,0,0,0,0,3,0,7,0,18,0,0,6,6,0,0,5,0,0,25,3,8,13,16,3,3,8,3,0,67,5,3,6,8,3,3,7,6,0,40,3,10,7,0,3,4,5,3,3,41,0,7,3,9,0,4,9,10,0,41,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,39,39,13,22,30,30,8,227
10601110838,core,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,7,0,10,3,4,6,6,5,6,5,7,0,34,3,4,0,9,0,0,0,10,5,37,0,3,6,5,0,4,9,0,0,29,0,3,3,4,6,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,23,28,10,21,20,23,8,146
10601110839,core,0,0,0,4,0,3,0,5,0,18,0,0,3,7,0,0,0,0,0,9,3,5,16,3,6,4,4,3,0,47,0,6,9,7,3,0,6,6,0,34,6,0,0,8,4,7,6,6,0,35,0,0,0,3,3,3,4,0,0,15,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,32,33,12,20,23,15,3,164
10601110840,core,0,0,0,0,0,5,0,0,0,9,0,0,0,6,0,0,0,5,0,8,3,0,8,3,3,9,3,3,0,30,4,0,4,3,0,3,11,7,0,32,4,4,3,0,0,0,11,7,0,33,0,4,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,22,13,14,23,18,0,133
10601110841,core,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,6,0,0,0,20,0,5,13,5,0,6,3,9,0,52,0,0,10,11,0,0,4,3,0,22,7,0,0,5,4,5,10,4,0,34,0,0,3,5,4,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,38,24,10,18,22,23,0,158
10601110842,core,0,0,4,3,0,9,3,0,0,20,3,0,4,6,0,0,4,4,0,19,0,0,3,3,3,0,5,4,0,24,7,4,6,0,5,0,8,0,0,37,5,9,7,5,7,0,4,8,0,40,7,3,6,4,7,6,3,0,0,31,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,28,21,12,13,31,20,0,178
10601110843,core,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,6,0,14,5,0,7,10,5,0,3,10,0,39,0,0,5,5,3,0,6,3,0,29,0,3,0,3,0,0,3,8,0,26,0,5,7,3,5,3,3,11,0,41,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,28,36,13,13,19,31,0,164
10601110844,core,0,0,0,0,0,4,0,4,0,15,0,0,8,4,0,0,0,7,0,19,0,3,6,14,6,4,0,3,0,35,5,7,6,6,7,0,4,0,0,38,3,5,8,6,0,8,4,3,0,42,0,0,0,0,0,3,5,8,7,24,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31,38,16,19,19,26,3,177
10601110845,core,0,0,0,4,0,4,0,4,0,8,0,0,3,0,0,4,0,0,0,12,4,3,0,8,0,0,5,3,0,19,7,0,6,0,4,0,0,6,0,22,4,4,0,3,0,4,0,3,3,20,4,0,4,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,10,16,7,18,11,25,4,110
10601110847,core,0,0,3,8,0,9,0,10,0,23,0,3,12,0,0,9,0,4,0,31,3,3,12,14,14,13,5,8,0,69,4,11,8,9,6,5,3,3,0,52,11,5,10,4,11,7,16,10,0,59,3,3,6,8,6,4,10,11,0,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,57,44,39,34,29,42,0,296
10601110848,core,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,4,0,20,4,0,6,5,4,0,0,0,0,24,0,0,0,0,3,0,4,8,0,20,3,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,21,14,15,5,10,10,3,89
10601110850,core,0,4,6,0,0,7,0,4,0,17,0,0,5,7,0,3,5,0,0,21,7,10,6,3,9,0,3,4,0,37,0,11,7,4,0,0,7,6,0,45,6,9,10,3,11,4,8,6,0,51,6,0,3,8,5,0,11,0,0,31,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,35,26,26,15,33,20,0,207
10601110852,core,0,0,3,5,0,0,0,0,0,12,0,0,8,3,0,0,0,0,0,10,0,3,0,7,6,0,3,0,0,20,0,4,5,4,0,3,0,0,0,26,3,3,7,0,5,3,4,0,0,28,4,5,0,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,25,12,8,12,13,10,0,106
10601110855,core,0,0,0,6,0,6,0,6,0,15,0,7,3,0,4,0,3,10,0,27,0,6,3,3,3,0,4,0,0,28,5,17,11,4,13,0,6,6,0,52,0,15,6,7,5,5,4,0,0,51,3,0,0,5,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,26,29,25,18,23,14,6,188
10601110858,core,0,0,0,0,0,4,0,5,0,13,0,0,8,8,0,10,0,8,0,37,0,0,8,8,0,0,9,7,0,41,4,3,0,8,0,0,8,3,3,32,0,0,6,8,4,0,7,3,0,35,6,0,4,3,3,5,0,3,4,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,33,33,15,15,24,37,7,191
10601110859,core,0,0,9,0,0,11,0,3,0,32,0,0,5,14,0,8,0,0,0,31,5,13,11,16,9,8,13,7,0,82,3,13,5,20,12,7,23,16,3,103,12,0,3,9,7,5,3,10,0,50,3,0,3,0,0,0,0,7,0,13,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,42,65,25,36,37,54,4,322
10601110860,core,0,0,0,3,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,16,3,6,13,15,3,6,0,7,0,62,0,4,0,3,10,7,6,3,0,36,3,0,7,4,3,0,7,6,0,29,0,0,7,4,3,3,10,4,0,33,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,29,33,22,18,26,23,0,183
10601110861,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601110862,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10
10601110863,core,0,0,0,3,0,6,0,3,0,13,0,0,4,7,0,0,0,0,0,15,0,4,8,11,6,6,6,14,0,54,3,5,10,7,4,4,6,4,0,50,4,0,5,0,4,0,3,4,0,26,0,0,4,4,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,38,28,22,17,24,27,4,175
10601110864,core,0,0,12,3,0,6,5,11,0,34,3,3,3,5,0,0,0,3,0,21,3,9,8,8,0,7,0,10,0,50,15,18,6,5,7,5,10,4,3,67,23,8,13,3,18,4,10,4,0,89,9,14,16,4,8,5,7,0,0,72,7,0,0,3,6,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,61,61,30,39,36,31,30,5,350
10601110865,core,0,0,0,3,0,3,0,0,0,6,0,0,6,10,0,5,0,7,0,31,3,6,8,9,0,9,10,3,0,53,9,7,8,3,8,4,3,7,0,51,5,0,8,9,3,0,7,6,0,45,3,8,0,3,0,0,9,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,39,32,19,23,25,28,0,215
10601110866,core,0,0,9,6,0,11,5,9,0,43,0,5,8,9,3,5,3,4,0,26,9,6,12,13,3,4,7,5,0,58,14,12,12,15,11,6,8,9,0,85,20,9,12,15,8,11,4,5,0,83,5,3,11,4,8,9,4,3,0,46,0,0,0,3,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,62,66,31,50,33,26,8,353
10601110901,core,0,0,4,3,0,6,0,0,0,19,0,0,3,3,0,4,0,0,0,13,0,0,11,9,4,0,3,5,0,36,3,0,6,8,5,0,10,7,0,40,5,6,8,10,3,4,5,6,0,39,3,7,7,4,3,0,9,3,0,37,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,36,34,23,15,25,22,4,189
10601110902,core,0,0,4,0,0,6,0,10,0,18,0,0,0,0,4,0,3,4,0,13,4,0,8,7,7,0,6,3,4,46,0,0,3,4,0,6,3,8,0,21,0,0,5,5,5,3,8,6,0,30,4,3,0,4,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,21,30,22,15,20,30,4,159
10601110903,core,0,0,6,6,0,4,0,9,0,16,0,0,4,5,0,0,5,3,0,20,0,0,9,5,0,0,3,4,0,23,0,0,8,0,5,0,8,3,0,32,0,6,8,10,6,4,7,6,0,43,5,0,4,4,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,37,19,15,9,26,28,4,160
10601110904,core,0,0,0,4,0,0,0,3,0,14,0,0,5,0,0,5,0,0,0,13,3,0,7,7,0,5,4,0,4,28,0,3,3,7,3,0,8,4,0,27,3,0,9,4,3,3,7,4,0,35,0,0,0,0,3,0,3,0,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,22,18,14,13,19,14,6,131
10601110905,core,0,0,0,0,0,8,0,0,0,7,0,7,7,4,3,5,0,0,0,22,0,6,6,0,0,0,0,0,0,20,5,13,9,6,3,0,0,6,0,43,8,0,7,4,3,0,4,6,0,31,3,9,4,5,5,5,0,0,0,35,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,30,18,22,16,9,15,8,168
10601110906,core,0,0,10,7,0,4,0,0,0,16,0,3,10,3,0,5,0,0,0,22,5,6,9,0,4,0,0,4,0,26,6,15,9,3,10,0,3,4,0,47,11,12,6,0,9,0,0,4,0,48,10,14,7,6,8,0,0,0,0,55,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,50,19,31,13,14,16,4,237
10601110907,core,0,0,0,0,0,3,0,0,4,14,0,0,3,3,0,6,0,5,3,22,0,5,5,4,0,0,0,4,3,21,3,0,0,0,0,0,5,5,6,23,0,4,7,11,0,4,7,12,0,40,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,19,18,12,15,21,5,128
10601110908,core,0,0,8,3,0,0,0,0,0,14,0,0,9,5,0,0,0,5,0,14,0,8,6,5,6,0,4,6,0,40,9,8,14,8,4,4,7,6,7,68,5,9,8,6,6,0,12,3,0,53,5,0,9,4,3,0,6,4,3,24,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,43,33,21,16,27,25,8,219
10601110909,core,0,0,0,0,0,3,0,0,0,11,6,0,4,0,3,0,0,4,0,10,5,10,22,6,9,4,7,10,0,74,4,4,6,4,3,0,3,4,0,34,5,3,8,0,5,3,13,5,0,41,0,5,7,5,4,0,5,6,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,45,20,20,12,32,35,4,206
10601110911,core,0,0,0,0,0,0,0,4,0,14,0,0,0,9,0,0,0,0,0,11,0,0,4,4,0,0,5,3,0,18,8,0,4,4,8,0,4,3,0,27,5,9,10,8,4,0,6,3,0,33,6,9,4,5,3,5,6,3,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,16,29,12,14,18,13,0,139
10601110912,core,0,0,6,0,0,6,0,4,0,12,0,0,0,5,0,0,0,0,0,20,4,0,6,4,3,0,0,0,0,21,3,9,0,4,3,0,7,0,0,32,13,9,6,5,0,0,3,5,0,38,4,8,0,4,9,0,4,3,0,34,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,35,21,25,23,11,18,13,11,175
10601110913,core,0,0,0,0,0,0,0,3,0,4,0,0,5,0,5,0,0,0,0,14,0,0,6,0,0,0,0,0,0,14,0,5,9,0,0,3,4,0,0,27,0,4,10,0,8,0,4,6,0,35,7,4,4,4,4,0,3,4,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,29,11,16,5,18,13,0,126
10601110914,core,0,0,3,0,0,8,0,0,0,14,0,0,10,5,3,3,0,0,0,18,4,8,11,3,4,0,7,0,0,36,9,8,5,6,3,3,0,9,0,44,10,10,9,11,7,3,10,4,3,65,10,16,8,4,10,4,3,0,0,48,9,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,43,26,29,19,14,19,3,244
10601110915,core,0,0,8,8,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,14,6,7,9,0,0,0,0,3,0,26,6,4,9,0,8,0,4,0,0,33,17,13,10,4,4,8,6,5,0,59,12,8,10,0,4,0,0,0,0,46,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,48,19,18,13,11,16,3,208
10601110916,core,0,0,7,0,0,6,0,4,0,22,0,0,6,5,0,0,6,5,0,21,3,7,8,3,0,4,3,0,0,40,3,11,4,4,6,0,3,0,0,29,8,9,16,3,16,8,8,3,4,68,4,15,7,0,8,3,7,8,0,58,3,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,50,20,27,20,28,21,4,252
10601110917,core,0,0,7,0,0,3,0,0,0,7,0,0,0,3,4,0,0,0,0,12,4,3,3,0,0,0,5,3,0,21,3,5,6,0,3,0,8,0,0,29,5,3,3,0,4,0,6,0,0,23,3,0,3,3,4,0,3,5,0,26,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,21,11,17,6,20,15,3,124
10601110918,core,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,5,5,4,3,0,0,0,3,0,0,15,8,4,0,4,3,0,6,0,0,26,5,3,3,3,0,0,3,0,0,23,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,8,11,6,9,10,4,0,92
10601110920,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,21,6,0,0,9,0,0,3,0,0,15,11,13,3,6,3,0,3,0,0,41,6,19,0,0,0,0,0,3,0,43,6,8,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,53,17,20,9,4,9,16,7,163
10601110921,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,7,0,5,0,5,0,0,18,11,12,3,3,0,5,0,8,0,39,5,13,7,0,0,0,4,0,0,35,3,0,3,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,29,18,3,5,8,4,11,3,107
10601110922,core,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,8,8,0,0,0,0,0,0,22,6,9,3,3,0,0,0,0,0,27,15,16,7,0,9,0,0,10,0,54,5,9,4,8,9,6,4,4,0,47,3,4,4,3,0,4,0,4,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,32,22,19,15,8,19,0,197
10601110924,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601110925,core,0,0,0,0,0,0,0,6,0,4,0,0,3,4,0,0,0,0,0,10,4,11,8,3,0,0,0,0,3,29,6,8,9,9,5,0,5,0,0,40,7,0,0,5,3,0,3,0,0,13,0,7,0,0,4,0,0,3,0,10,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,24,18,11,5,11,10,3,116
10601110926,core,0,0,7,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,0,0,0,0,19,3,9,8,3,9,3,4,0,0,35,0,4,0,3,6,0,0,0,0,17,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,20,9,18,13,9,6,0,83
10601110927,core,0,0,4,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,0,0,3,4,4,0,0,0,0,12,0,4,3,4,5,0,3,8,0,29,9,7,6,0,9,3,0,4,0,27,6,0,5,0,0,0,4,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,24,11,16,7,8,20,0,106
10601110928,core,0,0,3,0,0,4,0,4,0,13,0,0,4,0,0,4,0,0,0,12,0,0,4,0,4,0,0,0,0,15,7,6,3,0,7,0,3,0,0,30,5,6,0,0,6,0,3,0,0,27,0,0,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,3,18,9,12,6,0,102
10601110929,core,0,0,0,0,0,0,0,0,0,8,0,0,4,3,3,0,3,7,0,21,0,3,15,8,12,0,5,8,5,56,7,3,13,9,4,0,7,0,0,36,3,4,3,5,0,0,10,6,0,34,0,3,6,4,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,36,30,14,11,22,30,4,181
10601110930,core,0,0,4,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,11,0,0,8,0,0,4,0,3,0,22,7,6,10,4,4,0,0,0,0,24,8,7,4,4,3,5,4,3,0,35,7,11,7,4,8,0,4,3,0,47,3,0,0,0,0,0,3,0,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,33,27,35,13,16,6,12,16,5,167
10601111001,external,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,5,0,15,6,3,8,0,0,0,3,3,0,20,0,7,3,3,0,0,3,0,0,24,0,3,8,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,24,8,8,3,8,6,0,85
10601111002,external,0,0,0,3,0,4,0,6,0,15,0,3,3,0,0,0,0,7,0,13,3,9,14,3,5,7,3,7,4,57,4,0,19,3,11,5,5,6,0,51,0,13,12,9,8,3,10,4,4,60,3,3,7,12,0,7,7,8,0,45,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,58,24,28,25,23,38,6,242
10601111003,external,0,0,0,0,0,6,0,0,0,8,0,0,4,3,4,0,0,0,0,17,0,4,6,4,6,0,4,0,0,33,0,4,5,3,0,5,3,0,0,28,0,0,3,0,3,0,3,3,0,21,0,4,0,3,0,0,0,6,0,21,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,24,20,12,18,15,22,4,134
10601111004,external,0,0,3,0,0,0,0,3,0,9,0,4,0,5,0,0,0,5,0,4,0,9,8,3,0,3,0,0,0,35,0,3,4,3,5,0,0,0,0,27,0,0,0,0,0,4,0,0,0,15,0,0,0,3,0,4,6,6,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,19,17,8,12,15,14,0,108
10601111006,external,0,0,0,3,0,3,0,0,0,10,0,0,8,3,0,3,0,4,0,20,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,10,0,4,3,6,3,0,5,0,0,29,0,8,0,4,4,5,7,0,0,29,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,19,19,17,14,9,11,0,116
10601111007,external,0,0,3,0,0,6,0,4,0,7,3,0,7,3,0,0,0,4,0,16,0,3,3,0,0,4,0,9,0,24,3,9,7,4,3,5,3,8,0,43,3,3,10,7,0,0,5,5,0,36,0,7,3,10,0,3,8,7,0,38,0,3,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,36,24,15,16,18,34,3,181
10601111008,external,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,7,5,0,4,0,0,0,0,0,0,9,0,4,3,5,0,0,0,0,0,14,4,5,0,0,5,0,0,6,0,24,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,10,7,0,3,9,0,76
10601111009,external,0,0,6,0,0,5,0,0,0,14,6,3,4,7,0,6,0,3,0,14,0,3,5,9,0,4,0,5,0,24,6,3,5,3,0,0,0,4,0,23,3,0,3,6,8,0,9,8,0,34,3,5,0,0,5,4,6,0,0,32,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,28,31,14,14,19,19,5,155
10601111010,external,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,7,0,18,0,0,3,0,0,0,0,3,0,10,0,3,8,4,5,0,3,0,0,20,0,0,3,6,0,0,0,5,0,18,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,9,12,0,6,22,0,85
10601111011,external,0,0,9,0,0,10,0,0,0,24,0,0,4,0,0,0,3,0,0,23,7,8,7,4,9,3,3,3,0,36,15,19,15,4,14,0,8,6,0,86,15,15,14,9,8,0,3,4,6,78,8,11,6,3,7,3,5,0,0,55,9,3,0,0,3,5,0,0,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,54,59,37,39,23,21,20,8,328
10601111012,external,0,0,0,0,0,6,0,0,0,7,0,0,9,0,0,0,0,0,0,16,0,0,6,5,4,0,0,0,0,18,4,5,12,4,6,0,0,3,0,34,3,8,7,0,7,0,0,5,0,33,7,9,4,8,3,3,0,0,0,37,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,25,38,21,21,7,8,13,4,153
