Year_Month,Location,Card_type,Trip
2021-02,Newcastle Beach Light Rail,Sgl Trip LR Adult,19
2021-02,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,12
2021-02,Newcastle Interchange Light Rail,Adult,8565
2021-02,Newcastle Interchange Light Rail,CTP,5757
2021-02,Newcastle Interchange Light Rail,Child/Youth,914
2021-02,Newcastle Interchange Light Rail,Concession,1487
2021-02,Newcastle Interchange Light Rail,Day Pass without SAF,4
2021-02,Newcastle Interchange Light Rail,Employee,149
2021-02,Newcastle Interchange Light Rail,Free Travel,79
2021-02,Newcastle Interchange Light Rail,School Student,547
2021-02,Newcastle Interchange Light Rail,Senior/Pensioner,4972
2021-02,Newcastle Interchange Light Rail,Sgl Trip LR Adult,57
2021-02,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,52
2021-02,Queens Wharf Light Rail,Adult,3215
2021-02,Queens Wharf Light Rail,CTP,2352
2021-02,Queens Wharf Light Rail,Child/Youth,418
2021-02,Queens Wharf Light Rail,Concession,314
2021-02,Queens Wharf Light Rail,Day Pass without SAF,4
2021-02,Queens Wharf Light Rail,Employee,45
2021-02,Queens Wharf Light Rail,Free Travel,64
2021-02,Queens Wharf Light Rail,School Student,436
2021-02,Queens Wharf Light Rail,Senior/Pensioner,2854
2021-02,Queens Wharf Light Rail,Sgl Trip LR Adult,11
2021-02,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,9
2021-03,Civic Light Rail,Adult,5059
2021-03,Civic Light Rail,CTP,4227
2021-03,Civic Light Rail,Child/Youth,398
2021-03,Civic Light Rail,Concession,2654
2021-03,Civic Light Rail,Day Pass without SAF,1
2021-03,Civic Light Rail,Employee,80
2021-03,Civic Light Rail,Free Travel,32
2021-03,Civic Light Rail,School Student,149
2021-03,Civic Light Rail,Senior/Pensioner,2098
2021-03,Civic Light Rail,Sgl Trip LR Adult,4
2021-03,Civic Light Rail,Sgl Trip LR Child/Youth,5
2021-03,Crown Street Light Rail,Adult,1370
2021-03,Crown Street Light Rail,CTP,1378
2021-03,Crown Street Light Rail,Child/Youth,113
2021-03,Crown Street Light Rail,Concession,216
2021-03,Crown Street Light Rail,Employee,31
2021-03,Crown Street Light Rail,Free Travel,7
2021-03,Crown Street Light Rail,School Student,33
2021-03,Crown Street Light Rail,Senior/Pensioner,949
2021-03,Crown Street Light Rail,Sgl Trip LR Adult,10
2021-03,Crown Street Light Rail,Sgl Trip LR Child/Youth,4
2021-03,Honeysuckle Light Rail,Adult,2682
2021-03,Honeysuckle Light Rail,CTP,2299
2021-03,Honeysuckle Light Rail,Child/Youth,367
2021-03,Honeysuckle Light Rail,Concession,706
2021-03,Honeysuckle Light Rail,Day Pass without SAF,1
2021-03,Honeysuckle Light Rail,Employee,71
2021-03,Honeysuckle Light Rail,Free Travel,45
2021-03,Honeysuckle Light Rail,School Student,400
2021-03,Honeysuckle Light Rail,Senior/Pensioner,2095
2021-03,Honeysuckle Light Rail,Sgl Trip LR Adult,15
2021-03,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,7
2021-03,Newcastle Beach Light Rail,Adult,2555
2021-03,Newcastle Beach Light Rail,CTP,2466
2021-03,Newcastle Beach Light Rail,Child/Youth,355
2021-03,Newcastle Beach Light Rail,Concession,441
2021-03,Newcastle Beach Light Rail,Employee,42
2021-03,Newcastle Beach Light Rail,Free Travel,13
2021-03,Newcastle Beach Light Rail,School Student,137
2021-03,Newcastle Beach Light Rail,Senior/Pensioner,2511
2021-03,Newcastle Beach Light Rail,Sgl Trip LR Adult,27
2021-03,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,9
2021-03,Newcastle Interchange Light Rail,Adult,9049
2021-03,Newcastle Interchange Light Rail,CTP,6157
2021-03,Newcastle Interchange Light Rail,Child/Youth,735
2021-03,Newcastle Interchange Light Rail,Concession,3269
2021-03,Newcastle Interchange Light Rail,Day Pass without SAF,4
2021-03,Newcastle Interchange Light Rail,Employee,160
2021-03,Newcastle Interchange Light Rail,Free Travel,75
2021-03,Newcastle Interchange Light Rail,School Student,457
2021-03,Newcastle Interchange Light Rail,Senior/Pensioner,5390
2021-03,Newcastle Interchange Light Rail,Sgl Trip LR Adult,77
2021-03,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,26
2021-03,Queens Wharf Light Rail,Adult,3362
2021-03,Queens Wharf Light Rail,CTP,2560
2021-03,Queens Wharf Light Rail,Child/Youth,319
2021-03,Queens Wharf Light Rail,Concession,486
2021-03,Queens Wharf Light Rail,Day Pass without SAF,1
2021-03,Queens Wharf Light Rail,Employee,53
2021-03,Queens Wharf Light Rail,Free Travel,61
2021-03,Queens Wharf Light Rail,School Student,350
2021-03,Queens Wharf Light Rail,Senior/Pensioner,2994
2021-03,Queens Wharf Light Rail,Sgl Trip LR Adult,20
2021-03,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,11
2021-04,Civic Light Rail,Adult,5021
2021-04,Civic Light Rail,CTP,3846
2021-04,Civic Light Rail,Child/Youth,1075
2021-04,Civic Light Rail,Concession,1693
2021-04,Civic Light Rail,Day Pass without SAF,1
2021-04,Civic Light Rail,Employee,84
2021-04,Civic Light Rail,Free Travel,54
2021-04,Civic Light Rail,School Student,93
2021-04,Civic Light Rail,Senior/Pensioner,2468
2021-04,Civic Light Rail,Sgl Trip LR Adult,29
2021-04,Civic Light Rail,Sgl Trip LR Child/Youth,30
2021-04,Crown Street Light Rail,Adult,1845
2021-04,Crown Street Light Rail,CTP,1756
2021-04,Crown Street Light Rail,Child/Youth,372
2021-04,Crown Street Light Rail,Concession,202
2021-04,Crown Street Light Rail,Employee,36
2021-04,Crown Street Light Rail,Free Travel,18
2021-04,Crown Street Light Rail,School Student,14
2021-04,Crown Street Light Rail,Senior/Pensioner,1314
2021-04,Crown Street Light Rail,Sgl Trip LR Adult,16
2021-04,Crown Street Light Rail,Sgl Trip LR Child/Youth,11
2021-04,Honeysuckle Light Rail,Adult,2904
2021-04,Honeysuckle Light Rail,CTP,2550
2021-04,Honeysuckle Light Rail,Child/Youth,804
2021-04,Honeysuckle Light Rail,Concession,440
2021-04,Honeysuckle Light Rail,Employee,88
2021-04,Honeysuckle Light Rail,Free Travel,51
2021-04,Honeysuckle Light Rail,School Student,214
2021-04,Honeysuckle Light Rail,Senior/Pensioner,2245
2021-04,Honeysuckle Light Rail,Sgl Trip LR Adult,35
2021-04,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,29
2021-04,Newcastle Beach Light Rail,Adult,3437
2021-04,Newcastle Beach Light Rail,CTP,3014
2021-04,Newcastle Beach Light Rail,Child/Youth,1183
2021-04,Newcastle Beach Light Rail,Concession,390
2021-04,Newcastle Beach Light Rail,Employee,46
2021-04,Newcastle Beach Light Rail,Free Travel,26
2021-04,Newcastle Beach Light Rail,School Student,81
2021-04,Newcastle Beach Light Rail,Senior/Pensioner,3048
2021-04,Newcastle Beach Light Rail,Sgl Trip LR Adult,56
2021-04,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,69
2021-04,Newcastle Interchange Light Rail,Adult,10219
2021-04,Newcastle Interchange Light Rail,CTP,6883
2021-04,Newcastle Interchange Light Rail,Child/Youth,2075
2021-04,Newcastle Interchange Light Rail,Concession,2239
2021-04,Newcastle Interchange Light Rail,Day Pass without SAF,1
2021-04,Newcastle Interchange Light Rail,Employee,157
2021-04,Newcastle Interchange Light Rail,Free Travel,97
2021-04,Newcastle Interchange Light Rail,School Student,259
2021-04,Newcastle Interchange Light Rail,Senior/Pensioner,6423
2021-04,Newcastle Interchange Light Rail,Sgl Trip LR Adult,117
2021-04,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,152
2021-04,Queens Wharf Light Rail,Adult,4007
2021-04,Queens Wharf Light Rail,CTP,3102
2021-04,Queens Wharf Light Rail,Child/Youth,1168
2021-04,Queens Wharf Light Rail,Concession,386
2021-04,Queens Wharf Light Rail,Employee,70
2021-04,Queens Wharf Light Rail,Free Travel,78
2021-04,Queens Wharf Light Rail,School Student,173
2021-04,Queens Wharf Light Rail,Senior/Pensioner,3675
2021-04,Queens Wharf Light Rail,Sgl Trip LR Adult,19
2021-04,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,29
2021-05,Civic Light Rail,Adult,4851
2021-05,Civic Light Rail,CTP,4068
2021-05,Civic Light Rail,Child/Youth,361
2021-05,Civic Light Rail,Concession,2611
2021-05,Civic Light Rail,Day Pass without SAF,1
2021-05,Civic Light Rail,Employee,103
2021-05,Civic Light Rail,Free Travel,55
2021-05,Civic Light Rail,School Student,122
2021-05,Civic Light Rail,Senior/Pensioner,2246
2021-05,Civic Light Rail,Sgl Trip LR Adult,27
2021-05,Civic Light Rail,Sgl Trip LR Child/Youth,17
2021-05,Crown Street Light Rail,Adult,1636
2021-05,Crown Street Light Rail,CTP,1693
2021-05,Crown Street Light Rail,Child/Youth,147
2021-05,Crown Street Light Rail,Concession,215
2021-05,Crown Street Light Rail,Employee,53
2021-05,Crown Street Light Rail,Free Travel,14
2021-05,Crown Street Light Rail,School Student,27
2021-05,Crown Street Light Rail,Senior/Pensioner,1182
2021-05,Crown Street Light Rail,Sgl Trip LR Adult,12
2021-05,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2021-05,Honeysuckle Light Rail,Adult,2674
2021-05,Honeysuckle Light Rail,CTP,2344
2021-05,Honeysuckle Light Rail,Child/Youth,299
2021-05,Honeysuckle Light Rail,Concession,636
2021-05,Honeysuckle Light Rail,Employee,126
2021-05,Honeysuckle Light Rail,Free Travel,47
2021-05,Honeysuckle Light Rail,School Student,446
2021-05,Honeysuckle Light Rail,Senior/Pensioner,2034
2021-05,Honeysuckle Light Rail,Sgl Trip LR Adult,14
2021-05,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,15
2021-05,Newcastle Beach Light Rail,Adult,2788
2021-05,Newcastle Beach Light Rail,CTP,2767
2021-05,Newcastle Beach Light Rail,Child/Youth,361
2021-05,Newcastle Beach Light Rail,Concession,461
2021-05,Newcastle Beach Light Rail,Employee,62
2021-05,Newcastle Beach Light Rail,Free Travel,21
2021-05,Newcastle Beach Light Rail,School Student,148
2021-05,Newcastle Beach Light Rail,Senior/Pensioner,2738
2021-05,Newcastle Beach Light Rail,Sgl Trip LR Adult,28
2021-05,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,27
2021-05,Newcastle Interchange Light Rail,Adult,10049
2021-05,Newcastle Interchange Light Rail,CTP,6973
2021-05,Newcastle Interchange Light Rail,Child/Youth,842
2021-05,Newcastle Interchange Light Rail,Concession,3235
2021-05,Newcastle Interchange Light Rail,Day Pass without SAF,2
2021-05,Newcastle Interchange Light Rail,Employee,225
2021-05,Newcastle Interchange Light Rail,Free Travel,97
2021-05,Newcastle Interchange Light Rail,School Student,500
2021-05,Newcastle Interchange Light Rail,Senior/Pensioner,5788
2021-05,Newcastle Interchange Light Rail,Sgl Trip LR Adult,65
2021-05,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,64
2021-05,Queens Wharf Light Rail,Adult,3470
2021-05,Queens Wharf Light Rail,CTP,2577
2021-05,Queens Wharf Light Rail,Child/Youth,382
2021-05,Queens Wharf Light Rail,Concession,425
2021-05,Queens Wharf Light Rail,Day Pass without SAF,1
2021-05,Queens Wharf Light Rail,Employee,73
2021-05,Queens Wharf Light Rail,Free Travel,57
2021-05,Queens Wharf Light Rail,School Student,355
2021-05,Queens Wharf Light Rail,Senior/Pensioner,3374
2021-05,Queens Wharf Light Rail,Sgl Trip LR Adult,20
2021-05,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,15
2021-06,Civic Light Rail,Adult,4152
2021-06,Civic Light Rail,CTP,3299
2021-06,Civic Light Rail,Child/Youth,447
2021-06,Civic Light Rail,Concession,829
2021-06,Civic Light Rail,Employee,60
2021-06,Civic Light Rail,Free Travel,58
2021-06,Civic Light Rail,School Student,134
2021-06,Civic Light Rail,Senior/Pensioner,2069
2021-06,Civic Light Rail,Sgl Trip LR Adult,10
2021-06,Civic Light Rail,Sgl Trip LR Child/Youth,21
2021-06,Crown Street Light Rail,Adult,1519
2021-06,Crown Street Light Rail,CTP,1467
2021-06,Crown Street Light Rail,Child/Youth,152
2021-06,Crown Street Light Rail,Concession,174
2021-06,Crown Street Light Rail,Employee,31
2021-06,Crown Street Light Rail,Free Travel,17
2021-06,Crown Street Light Rail,School Student,30
2021-06,Crown Street Light Rail,Senior/Pensioner,1012
2021-06,Crown Street Light Rail,Sgl Trip LR Adult,14
2021-06,Crown Street Light Rail,Sgl Trip LR Child/Youth,7
2021-06,Honeysuckle Light Rail,Adult,2197
2021-06,Honeysuckle Light Rail,CTP,1957
2021-06,Honeysuckle Light Rail,Child/Youth,295
2021-06,Honeysuckle Light Rail,Concession,403
2021-06,Honeysuckle Light Rail,Employee,104
2021-06,Honeysuckle Light Rail,Free Travel,34
2021-06,Honeysuckle Light Rail,School Student,330
2021-06,Honeysuckle Light Rail,Senior/Pensioner,1887
2021-06,Honeysuckle Light Rail,Sgl Trip LR Adult,11
2021-06,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,6
2021-06,Newcastle Beach Light Rail,Adult,2281
2021-06,Newcastle Beach Light Rail,CTP,2205
2021-06,Newcastle Beach Light Rail,Child/Youth,455
2021-06,Newcastle Beach Light Rail,Concession,255
2021-06,Newcastle Beach Light Rail,Day Pass without SAF,2
2021-06,Newcastle Beach Light Rail,Employee,38
2021-06,Newcastle Beach Light Rail,Free Travel,11
2021-06,Newcastle Beach Light Rail,School Student,116
2021-06,Newcastle Beach Light Rail,Senior/Pensioner,2238
2021-06,Newcastle Beach Light Rail,Sgl Trip LR Adult,25
2021-06,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,19
2021-06,Newcastle Interchange Light Rail,Adult,8503
2021-06,Newcastle Interchange Light Rail,CTP,5651
2021-06,Newcastle Interchange Light Rail,Child/Youth,950
2021-06,Newcastle Interchange Light Rail,Concession,1305
2021-06,Newcastle Interchange Light Rail,Day Pass without SAF,1
2021-06,Newcastle Interchange Light Rail,Employee,141
2021-06,Newcastle Interchange Light Rail,Free Travel,79
2021-06,Newcastle Interchange Light Rail,School Student,394
2021-06,Newcastle Interchange Light Rail,Senior/Pensioner,4816
2021-06,Newcastle Interchange Light Rail,Sgl Trip LR Adult,62
2021-06,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,56
2021-06,Queens Wharf Light Rail,Adult,3034
2021-06,Queens Wharf Light Rail,CTP,2205
2021-06,Queens Wharf Light Rail,Child/Youth,489
2021-06,Queens Wharf Light Rail,Concession,262
2021-06,Queens Wharf Light Rail,Day Pass without SAF,2
2021-06,Queens Wharf Light Rail,Employee,45
2021-06,Queens Wharf Light Rail,Free Travel,41
2021-06,Queens Wharf Light Rail,School Student,265
2021-06,Queens Wharf Light Rail,Senior/Pensioner,2785
2021-06,Queens Wharf Light Rail,Sgl Trip LR Adult,16
2021-06,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,18
2021-07,Civic Light Rail,Adult,2176
2021-07,Civic Light Rail,CTP,1946
2021-07,Civic Light Rail,Child/Youth,310
2021-07,Civic Light Rail,Concession,342
2021-07,Civic Light Rail,Employee,28
2021-07,Civic Light Rail,Free Travel,10
2021-07,Civic Light Rail,School Student,84
2021-07,Civic Light Rail,Senior/Pensioner,1169
2021-07,Civic Light Rail,Sgl Trip LR Adult,10
2021-07,Civic Light Rail,Sgl Trip LR Child/Youth,13
2021-07,Crown Street Light Rail,Adult,1093
2021-07,Crown Street Light Rail,CTP,1161
2021-07,Crown Street Light Rail,Child/Youth,144
2021-07,Crown Street Light Rail,Concession,132
2021-07,Crown Street Light Rail,Employee,33
2021-07,Crown Street Light Rail,Free Travel,9
2021-07,Crown Street Light Rail,School Student,10
2021-07,Crown Street Light Rail,Senior/Pensioner,686
2021-07,Crown Street Light Rail,Sgl Trip LR Adult,4
2021-07,Crown Street Light Rail,Sgl Trip LR Child/Youth,4
2021-07,Honeysuckle Light Rail,Adult,1224
2021-07,Honeysuckle Light Rail,CTP,1315
2021-07,Honeysuckle Light Rail,Child/Youth,341
2021-07,Honeysuckle Light Rail,Concession,278
2021-07,Honeysuckle Light Rail,Day Pass without SAF,1
2021-07,Honeysuckle Light Rail,Employee,54
2021-07,Honeysuckle Light Rail,Free Travel,19
2021-07,Honeysuckle Light Rail,School Student,296
2021-07,Honeysuckle Light Rail,Senior/Pensioner,1400
2021-07,Honeysuckle Light Rail,Sgl Trip LR Adult,2
2021-07,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,2
2021-07,Newcastle Beach Light Rail,Adult,1526
2021-07,Newcastle Beach Light Rail,CTP,1835
2021-07,Newcastle Beach Light Rail,Child/Youth,436
2021-07,Newcastle Beach Light Rail,Concession,158
2021-07,Newcastle Beach Light Rail,Day Pass without SAF,1
2021-07,Newcastle Beach Light Rail,Employee,19
2021-07,Newcastle Beach Light Rail,Free Travel,13
2021-07,Newcastle Beach Light Rail,School Student,63
2021-07,Newcastle Beach Light Rail,Senior/Pensioner,1575
2021-07,Newcastle Beach Light Rail,Sgl Trip LR Adult,17
2021-07,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,20
2021-07,Newcastle Interchange Light Rail,Adult,4721
2021-07,Newcastle Interchange Light Rail,CTP,3557
2021-07,Newcastle Interchange Light Rail,Child/Youth,777
2021-07,Newcastle Interchange Light Rail,Concession,631
2021-07,Newcastle Interchange Light Rail,Day Pass without SAF,2
2021-07,Newcastle Interchange Light Rail,Employee,79
2021-07,Newcastle Interchange Light Rail,Free Travel,60
2021-07,Newcastle Interchange Light Rail,School Student,305
2021-07,Newcastle Interchange Light Rail,Senior/Pensioner,2939
2021-07,Newcastle Interchange Light Rail,Sgl Trip LR Adult,38
2021-07,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,41
2021-07,Queens Wharf Light Rail,Adult,1654
2021-07,Queens Wharf Light Rail,CTP,1681
2021-07,Queens Wharf Light Rail,Child/Youth,443
2021-07,Queens Wharf Light Rail,Concession,180
2021-07,Queens Wharf Light Rail,Employee,26
2021-07,Queens Wharf Light Rail,Free Travel,36
2021-07,Queens Wharf Light Rail,School Student,203
2021-07,Queens Wharf Light Rail,Senior/Pensioner,1811
2021-07,Queens Wharf Light Rail,Sgl Trip LR Adult,16
2021-07,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,7
2021-08,Civic Light Rail,Adult,675
2021-08,Civic Light Rail,CTP,588
2021-08,Civic Light Rail,Child/Youth,35
2021-08,Civic Light Rail,Concession,84
2021-08,Civic Light Rail,Employee,3
2021-08,Civic Light Rail,Free Travel,4
2021-08,Civic Light Rail,School Student,32
2021-08,Civic Light Rail,Senior/Pensioner,358
2021-08,Crown Street Light Rail,Adult,377
2021-08,Crown Street Light Rail,CTP,373
2021-08,Crown Street Light Rail,Child/Youth,26
2021-08,Crown Street Light Rail,Concession,47
2021-08,Crown Street Light Rail,Day Pass without SAF,1
2021-08,Crown Street Light Rail,Employee,24
2021-08,Crown Street Light Rail,Free Travel,3
2021-08,Crown Street Light Rail,School Student,2
2021-08,Crown Street Light Rail,Senior/Pensioner,333
2021-08,Crown Street Light Rail,Sgl Trip LR Adult,7
2021-08,Crown Street Light Rail,Sgl Trip LR Child/Youth,2
2021-08,Honeysuckle Light Rail,Adult,438
2021-08,Honeysuckle Light Rail,CTP,430
2021-08,Honeysuckle Light Rail,Child/Youth,42
2021-08,Honeysuckle Light Rail,Concession,77
2021-08,Honeysuckle Light Rail,Employee,18
2021-08,Honeysuckle Light Rail,Free Travel,4
2021-08,Honeysuckle Light Rail,School Student,72
2021-08,Honeysuckle Light Rail,Senior/Pensioner,766
2021-08,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,3
2021-08,Newcastle Beach Light Rail,Adult,443
2021-08,Newcastle Beach Light Rail,CTP,565
2021-08,Newcastle Beach Light Rail,Child/Youth,65
2021-08,Newcastle Beach Light Rail,Concession,46
2021-08,Newcastle Beach Light Rail,Day Pass without SAF,1
2021-08,Newcastle Beach Light Rail,Employee,13
2021-08,Newcastle Beach Light Rail,Free Travel,12
2021-08,Newcastle Beach Light Rail,School Student,17
2021-08,Newcastle Beach Light Rail,Senior/Pensioner,871
2021-08,Newcastle Beach Light Rail,Sgl Trip LR Adult,4
2021-08,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,1
2021-08,Newcastle Interchange Light Rail,Adult,1395
2021-08,Newcastle Interchange Light Rail,CTP,1144
2021-08,Newcastle Interchange Light Rail,Child/Youth,105
2021-08,Newcastle Interchange Light Rail,Concession,164
2021-08,Newcastle Interchange Light Rail,Day Pass without SAF,2
2021-08,Newcastle Interchange Light Rail,Employee,35
2021-08,Newcastle Interchange Light Rail,Free Travel,34
2021-08,Newcastle Interchange Light Rail,School Student,94
2021-08,Newcastle Interchange Light Rail,Senior/Pensioner,1056
2021-08,Newcastle Interchange Light Rail,Sgl Trip LR Adult,10
2021-08,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,4
2021-08,Queens Wharf Light Rail,Adult,507
2021-08,Queens Wharf Light Rail,CTP,590
