SA1_CODE_2021,zone_tier,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
10601110848,core,10,0,7,7,12,22,0,0,0,0,0,0,17,11,28,4,9,14,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,10,13,0,0,0,0,0,0,0,0,0,0,5,5,9,0,8,34,43,75
10601110850,core,9,7,9,11,9,26,3,3,6,5,0,3,15,16,31,10,13,17,5,3,7,4,3,10,11,25,40,0,0,0,0,0,0,0,4,9,0,0,3,0,0,0,8,11,10,0,7,7,0,0,0,0,0,0,0,6,6,0,0,0,0,10,11,4,17,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,47,64,112
10601110852,core,11,0,16,3,5,18,0,0,9,0,0,3,8,12,22,6,7,8,0,0,6,0,4,6,4,13,17,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,3,6,9,7,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,36,41,77
10601110855,core,9,4,9,9,12,20,4,9,13,6,0,11,20,24,41,8,10,14,0,0,7,3,5,3,16,16,28,0,0,0,0,0,0,6,0,6,5,4,5,0,0,0,10,4,12,0,4,6,0,0,0,0,3,4,0,0,0,0,0,0,3,7,12,10,16,26,0,0,0,0,0,3,0,0,0,0,0,3,5,7,16,62,59,119
10601110858,core,7,5,16,20,9,30,0,0,0,4,0,3,23,14,36,17,6,20,3,0,3,0,0,0,21,6,27,0,0,5,0,0,0,0,0,4,0,5,3,0,0,0,0,5,10,0,0,3,0,0,0,0,4,4,0,6,6,0,0,0,0,5,10,5,14,19,0,0,0,0,0,0,0,0,0,0,6,6,13,10,20,72,47,124
10601110859,core,17,23,42,49,42,95,4,3,4,9,6,12,57,56,114,36,30,72,3,5,9,0,5,7,45,34,81,0,0,0,0,0,0,8,0,9,5,9,12,0,0,0,16,11,22,0,0,0,0,6,4,0,0,3,0,7,8,0,0,0,8,14,19,15,25,38,0,0,0,0,6,6,0,0,0,0,8,8,6,11,17,147,153,298
10601110860,core,9,12,19,23,9,33,0,0,0,3,0,8,23,15,39,12,15,23,0,0,0,0,3,9,13,19,32,0,0,0,0,5,4,0,0,0,3,5,3,0,0,0,5,10,11,0,0,3,4,0,7,0,0,0,0,6,7,0,0,0,7,4,13,12,10,18,0,0,4,5,3,5,0,0,0,0,3,6,7,6,9,63,59,119
10601110861,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,1488,1488,0,1488
10601110862,core,0,0,0,4,4,6,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,4,13
10601110863,core,4,4,12,22,11,29,4,3,9,0,0,0,27,16,42,9,8,16,3,0,0,0,0,0,19,7,24,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,6,9,11,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,9,15,26,60,54,114
10601110864,core,8,7,14,21,16,36,3,3,7,12,6,14,32,30,60,8,17,24,10,5,10,12,15,25,30,31,59,6,0,6,0,0,0,8,0,12,0,4,3,0,0,0,15,7,17,0,7,7,0,3,3,0,0,0,3,7,8,0,0,0,0,15,14,18,15,31,0,0,0,0,0,0,0,0,0,0,0,0,13,6,18,90,86,181
10601110865,core,5,5,18,23,25,41,4,0,3,0,6,7,25,30,59,14,7,16,0,0,0,0,0,0,14,7,21,3,0,3,0,0,0,4,5,3,0,3,7,0,0,0,8,11,14,0,0,5,0,0,0,0,0,0,0,8,8,0,0,0,0,10,12,6,21,33,0,0,0,4,0,3,0,0,0,4,3,4,19,11,26,69,84,155
10601110866,core,11,8,18,24,20,44,3,8,7,0,11,12,28,35,64,12,24,38,3,8,10,0,4,6,21,34,53,0,0,0,0,3,5,7,0,12,4,6,11,0,0,0,15,7,27,7,6,11,0,7,7,0,0,0,0,6,6,0,0,0,7,14,17,24,26,46,0,0,0,0,0,0,0,0,0,0,0,4,8,23,32,94,121,218
10601110901,core,5,5,8,16,23,37,6,8,6,9,6,7,26,27,57,5,15,22,3,0,5,3,4,10,13,19,30,0,0,3,0,0,3,0,0,4,0,11,11,0,0,0,0,15,15,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,3,18,20,0,0,0,0,0,5,0,0,0,0,0,5,9,6,20,71,77,138
10601110902,core,4,4,8,18,20,39,4,6,7,0,0,0,21,23,43,6,13,20,3,0,6,0,5,5,12,14,28,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6,8,10,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,12,15,0,0,0,0,0,0,0,0,0,0,0,5,22,10,30,71,64,130
10601110903,core,5,4,8,17,18,34,0,0,3,0,0,0,19,21,36,7,15,27,0,0,4,5,0,5,21,14,37,0,0,3,0,0,0,3,6,8,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,54,58,109
10601110904,core,0,0,0,10,10,14,0,0,0,0,3,3,9,12,21,10,5,13,0,0,0,3,0,3,15,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,4,0,3,0,0,0,0,0,0,0,5,5,0,0,0,6,3,8,7,6,12,4,0,4,0,0,0,0,0,0,4,0,4,3,7,7,40,29,72
10601110905,core,3,5,5,14,5,20,0,0,0,3,4,6,15,15,31,10,3,15,0,0,0,4,9,8,9,12,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,10,9,21,47,46,93
10601110906,core,6,4,5,14,6,21,3,4,6,11,9,19,29,19,49,11,12,22,3,5,3,0,10,17,17,27,42,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,4,5,0,3,3,5,0,4,0,3,0,4,0,3,0,0,0,3,8,16,5,17,23,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,74,71,143
10601110907,core,5,3,8,9,9,14,0,0,0,0,0,0,9,9,14,6,5,10,0,0,0,0,6,4,7,8,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,9,9,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,18,12,31,44,37,77
10601110908,core,6,4,11,21,18,39,0,0,4,3,8,11,22,25,49,9,9,14,4,0,5,6,0,13,15,9,31,0,0,3,0,0,0,0,5,6,0,6,6,0,0,0,6,10,16,0,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,10,14,6,21,27,0,0,0,3,0,3,0,0,0,3,0,3,21,20,46,83,81,164
10601110909,core,13,8,22,21,25,49,0,3,3,3,4,7,21,32,58,12,13,22,0,6,3,0,0,0,11,19,31,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,5,7,11,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,5,20,20,0,0,0,0,0,3,0,0,0,3,0,3,12,17,28,70,83,157
10601110911,core,0,4,4,10,9,15,0,0,0,3,4,4,14,9,23,6,8,18,0,0,0,6,3,7,13,13,23,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,5,7,3,0,5,0,0,0,0,0,0,3,8,14,0,0,0,4,9,12,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,43,37,87
10601110912,core,7,0,11,15,15,29,0,0,0,4,0,4,18,14,36,8,3,14,0,0,0,3,10,11,13,16,22,0,0,0,0,0,0,3,4,6,4,0,3,0,0,0,5,5,14,7,0,4,0,0,0,0,3,3,0,0,0,0,0,0,7,8,9,10,14,26,0,0,0,0,0,0,0,0,0,0,0,0,17,13,23,61,56,116
10601110913,core,0,0,4,6,0,9,0,0,0,4,0,7,13,8,13,4,4,6,0,0,6,0,3,3,10,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,3,7,14,0,0,3,0,0,0,0,0,0,5,0,7,11,10,19,37,34,67
10601110914,core,6,0,5,9,11,20,4,4,8,11,0,10,20,13,31,10,3,18,0,0,0,9,6,11,16,10,30,0,0,3,0,0,0,3,0,4,7,7,11,0,0,0,8,3,17,3,4,6,0,0,4,0,0,0,0,0,3,0,0,0,7,13,14,11,17,33,0,0,0,0,0,0,0,0,0,0,0,0,10,7,20,59,51,116
10601110915,core,3,4,6,5,6,15,0,0,0,10,3,8,13,9,26,3,8,6,0,0,0,3,5,14,11,6,21,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,5,6,4,4,3,10,0,0,0,0,0,0,0,6,0,0,0,0,5,8,15,6,9,16,0,0,0,0,5,5,0,0,0,0,9,8,9,8,21,41,48,94
10601110916,core,9,3,12,12,9,17,3,6,5,7,8,18,24,23,42,10,10,21,0,0,5,6,10,18,20,19,44,0,0,0,0,0,0,5,0,8,0,4,5,0,0,0,6,3,11,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,7,10,12,8,19,0,0,0,0,4,4,0,0,0,0,4,4,14,15,27,72,73,146
10601110917,core,0,3,6,18,11,28,0,0,0,0,0,0,16,11,30,8,4,16,0,0,0,0,0,0,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,33,32,64
10601110918,core,3,3,3,5,6,13,0,6,6,0,0,0,5,14,19,0,3,7,0,0,0,0,6,5,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,0,0,0,0,0,0,0,0,0,0,3,5,3,8,13,21,30,51
10601110920,core,0,0,0,7,6,19,0,0,0,0,0,3,10,9,17,4,4,7,0,0,0,4,5,12,7,9,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,6,7,3,9,12,0,0,0,0,0,4,0,0,0,0,0,4,31,25,47,54,49,103
10601110921,core,0,0,0,9,9,10,0,0,0,0,0,0,10,8,10,5,5,5,0,4,4,0,0,7,3,6,11,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,5,6,5,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,23,28,51
10601110922,core,3,5,7,11,8,21,0,0,0,0,0,0,11,12,16,8,3,16,5,3,3,3,3,10,19,14,29,0,0,0,0,0,6,3,0,5,0,0,3,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,10,0,0,0,0,0,0,0,0,0,0,0,3,11,8,21,51,38,88
10601110924,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601110925,core,10,11,14,10,13,23,0,4,3,4,8,9,17,21,32,3,0,4,3,0,4,0,3,4,10,8,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,5,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,43,50,97
10601110926,core,5,9,8,12,12,23,9,0,12,0,4,4,19,14,34,9,3,11,0,0,0,5,0,9,8,8,19,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,45,34,75
10601110927,core,3,0,7,10,0,12,3,0,4,0,0,5,14,9,24,0,5,9,0,0,0,3,0,6,3,5,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,14,9,17,45,26,65
10601110928,core,5,0,5,14,11,21,9,3,8,0,0,0,22,11,31,9,3,18,3,0,8,5,0,6,21,9,33,0,0,0,0,0,0,3,3,7,6,0,6,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,25,80
10601110929,core,0,11,14,13,21,37,3,3,8,0,0,4,24,28,48,10,10,21,0,0,0,0,0,0,16,11,26,0,0,0,0,0,0,0,0,4,6,12,9,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,4,16,23,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,56,66,114
10601110930,core,0,0,0,3,5,13,0,3,3,0,0,0,8,9,13,6,9,10,0,0,0,3,9,8,7,13,21,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,3,7,9,0,0,3,0,4,5,0,3,3,0,0,0,0,0,0,3,6,6,3,14,19,0,0,4,0,4,4,0,0,0,0,4,3,4,3,11,24,45,71
10601111001,external,0,0,0,10,7,19,4,5,9,0,0,0,16,12,24,3,3,12,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,27,36,68
10601111002,external,15,11,21,25,26,50,5,3,11,0,0,0,28,29,59,13,16,33,0,3,3,0,0,0,19,17,39,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,12,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,14,17,5,20,22,0,0,0,0,0,5,0,0,0,0,0,4,9,8,15,71,85,154
10601111003,external,5,3,8,13,3,20,3,0,4,0,0,0,15,6,27,6,6,16,0,0,0,0,0,0,9,12,22,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,7,0,0,0,0,3,3,0,0,0,0,0,0,11,9,15,47,35,81
10601111004,external,6,6,11,13,11,22,3,0,7,0,0,0,14,10,28,9,8,14,0,0,3,0,0,0,10,8,19,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24,47,49,88
10601111006,external,0,4,4,0,9,8,3,0,6,0,0,0,5,9,11,11,3,14,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,5,3,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,26,49
10601111007,external,0,5,6,12,18,36,3,6,8,0,0,0,18,22,43,15,11,26,0,0,3,0,0,0,10,12,27,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,6,5,10,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,9,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,15,18,28,59,65,121
10601111008,external,0,0,0,3,0,7,0,0,0,0,0,0,3,3,6,6,12,11,0,0,0,0,0,0,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,17,22,41
10601111009,external,3,3,6,8,10,18,0,0,0,0,0,0,8,12,23,4,9,9,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,3,5,9,5,0,7,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,8,8,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,30,48,78
10601111010,external,0,0,3,10,7,12,0,0,0,0,0,0,10,10,17,9,11,13,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,4,4,11,4,7,12,0,0,0,0,3,3,0,0,0,0,3,3,8,6,9,26,37,66
10601111011,external,4,14,17,25,29,56,0,5,7,9,0,9,38,34,73,8,11,22,11,12,18,9,4,10,23,33,51,0,0,3,0,0,0,7,0,6,4,0,4,0,0,0,8,6,15,0,4,6,0,0,0,0,3,3,3,4,7,0,0,0,7,13,17,19,16,37,0,0,0,0,0,0,0,0,0,0,0,0,20,17,40,102,115,217
10601111012,external,6,9,10,11,11,27,0,0,0,0,0,0,12,18,28,11,6,18,4,0,5,0,0,0,16,12,23,0,0,0,0,0,0,4,0,3,3,3,6,0,0,0,6,5,8,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,55,56,108
10601111013,external,0,0,0,20,7,29,0,0,0,0,3,4,22,12,29,6,3,14,5,3,11,5,0,3,17,15,32,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,55,54,108
10601111014,external,4,5,10,17,10,29,0,0,3,0,7,5,21,18,37,5,4,10,0,0,0,3,6,4,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,38,41,80
10601111015,external,0,0,0,6,3,4,0,0,0,3,0,3,10,9,11,6,0,6,0,0,0,0,0,3,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,3,3,9,0,0,0,0,0,3,0,0,0,0,0,3,3,8,9,31,20,47
10601111016,external,4,0,4,9,14,22,0,0,0,0,0,0,9,14,22,4,8,10,0,0,0,0,0,4,6,8,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,29,34,65
10601111017,external,4,7,5,5,6,4,0,5,4,0,0,0,5,5,16,15,7,14,0,0,0,0,0,0,15,7,14,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,29,58
10601111018,external,3,0,4,10,5,14,6,3,8,0,0,4,11,14,26,4,7,10,4,3,7,0,0,0,4,9,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,9,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,28,35,62
10601111019,external,9,0,9,7,8,13,0,0,8,0,0,0,13,10,16,0,5,8,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,6,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,28,29,55
10601111020,external,3,4,9,6,12,17,0,8,10,0,0,0,8,18,28,11,6,16,0,0,9,0,0,0,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,5,5,0,0,0,0,9,15,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22,33,54,86
10601111021,external,14,10,24,13,19,32,5,3,10,6,5,7,27,30,54,13,18,27,0,0,0,3,6,5,12,19,36,0,0,0,0,0,5,6,0,4,0,3,7,0,0,0,3,13,20,4,5,8,0,4,4,0,0,0,5,0,5,0,0,0,7,10,14,13,20,33,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,78,94,165
10601111022,external,3,3,3,14,8,25,0,0,0,0,0,0,14,8,25,4,11,16,0,0,0,0,0,0,7,11,17,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,29,44,71
10601111023,external,4,4,7,8,10,19,0,0,0,0,0,0,13,10,19,3,4,10,0,3,6,0,0,0,11,6,18,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,40,27,72
10601111024,external,3,3,8,7,10,19,3,0,6,0,4,5,18,12,28,8,4,15,0,0,3,0,10,10,14,11,23,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,47,43,91
10601111025,external,0,0,0,9,8,19,0,8,9,0,0,5,20,13,31,7,3,14,0,0,0,0,0,0,9,4,13,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,6,10,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,9,9,3,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,37,36,74
10601111026,external,4,4,9,5,5,13,0,4,7,0,0,0,10,10,19,0,7,5,0,0,0,3,0,4,7,10,13,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,7,3,10,0,0,5,0,0,0,0,0,0,0,12,11,0,0,0,3,8,12,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,13,14,30,42,45,91
10601111027,external,13,13,19,34,28,62,0,0,0,3,4,6,39,33,72,18,14,32,3,4,9,0,0,0,24,24,43,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,6,8,12,4,3,4,0,0,0,0,0,0,4,3,8,0,0,0,6,13,20,10,20,31,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,93,89,179
10601111028,external,5,0,3,11,9,12,0,0,4,0,0,0,10,10,19,7,4,15,0,5,5,0,0,0,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,39
10601111029,external,3,3,5,8,9,18,0,0,3,0,0,0,11,5,19,4,5,10,6,0,6,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42
10601111101,core,14,4,12,20,18,44,3,4,8,5,0,3,29,29,60,10,10,15,3,0,3,0,0,5,15,11,22,0,0,4,0,0,0,4,3,5,3,0,5,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,5,8,9,11,13,26,0,0,0,0,0,4,0,0,0,0,0,4,6,3,9,70,63,127
10601111102,core,6,5,6,3,10,13,4,4,3,0,0,0,6,13,17,5,9,15,0,0,0,3,0,4,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,33,57
10601111103,core,5,3,4,19,10,32,0,0,0,0,0,0,19,10,32,10,9,18,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,20,25,42,55,57,111
