SA1_CODE_2021,zone_tier,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
11101120925,core,0,6,7,4,4,11,4,6,0,45,0,9,6,12,6,4,6,0,0,46,4,8,12,18,14,14,4,0,0,69,0,4,17,4,8,4,3,0,0,36,0,0,17,12,0,0,0,0,0,34,0,0,11,7,4,0,0,0,0,21,0,0,5,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,4,0,3,7,0,5,3,35,32,56,113,94,73,68,61,27,18,546
11101120926,core,3,5,6,3,10,3,5,0,0,34,0,5,10,11,3,10,0,4,0,46,0,0,10,4,14,7,6,0,0,44,0,0,9,7,5,0,0,0,0,23,0,3,8,7,7,5,0,0,0,25,0,0,4,5,4,0,0,0,0,5,0,0,3,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,5,0,0,14,27,34,69,62,57,47,40,22,8,362
11101120927,core,0,4,10,0,4,10,3,0,0,26,0,0,4,8,6,6,0,0,0,32,0,6,11,10,8,10,0,0,0,41,0,0,6,6,9,8,0,0,0,27,0,0,4,8,4,3,0,0,0,21,0,0,0,4,5,13,0,0,0,27,0,0,4,12,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,19,43,21,84,18,24,63,57,54,62,43,57,28,400
11101120928,core,0,3,0,6,4,5,0,0,0,29,0,9,14,0,8,10,4,0,0,41,0,0,12,6,7,13,0,0,0,41,0,5,13,9,9,3,3,0,0,41,0,4,5,9,6,9,0,0,0,34,0,0,5,11,5,4,0,0,0,25,0,0,4,12,7,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,3,4,4,4,0,0,18,31,40,71,75,70,78,37,27,9,439
11101120929,core,0,0,7,3,0,0,4,5,0,23,0,0,0,0,3,0,0,0,0,15,0,4,5,5,6,3,0,0,0,30,0,0,3,10,6,3,0,0,0,23,0,0,0,5,0,6,0,0,0,10,0,0,0,0,6,0,0,0,0,12,0,0,0,6,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,17,17,43,46,42,23,15,3,232
11101120930,core,0,5,3,0,5,5,0,0,0,19,0,6,3,9,4,4,3,0,0,34,0,0,6,11,7,6,6,0,0,38,0,4,6,5,11,5,0,0,0,22,0,0,8,5,0,4,0,0,0,14,0,0,3,5,3,4,0,0,0,15,0,0,4,10,12,3,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,9,36,33,45,53,58,52,19,11,0,321
11101120931,core,0,7,4,5,4,0,8,0,3,29,0,3,6,8,3,5,0,0,0,29,0,0,9,11,5,6,0,0,0,35,0,0,13,15,9,4,0,0,0,35,4,0,8,0,9,3,0,0,0,26,0,0,0,3,0,3,0,0,0,11,0,0,3,4,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,5,4,4,0,3,0,3,0,23,27,32,60,55,50,56,49,34,13,369
11101120932,core,0,4,6,10,6,8,4,3,0,35,0,6,14,6,9,6,0,0,0,46,0,6,21,14,12,4,0,0,0,54,0,3,16,10,7,3,0,0,0,43,0,3,11,8,5,0,0,0,0,32,0,4,3,5,0,3,0,0,0,16,0,0,0,11,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,3,0,3,3,24,25,48,94,70,73,53,48,29,13,449
11101120933,core,5,8,10,11,3,5,7,3,0,57,3,14,17,0,10,6,4,0,0,51,0,5,6,12,6,6,0,0,0,44,0,0,11,7,3,3,0,0,0,28,0,0,5,0,4,0,0,0,0,14,0,0,0,6,0,4,0,0,0,11,0,0,0,8,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,4,5,4,0,22,35,52,88,68,67,77,81,30,10,517
11101120934,core,5,6,9,5,3,0,0,0,0,28,0,12,15,9,7,9,0,3,0,52,0,0,3,10,5,4,0,0,0,34,0,0,3,11,5,3,0,0,0,28,0,0,5,9,3,3,0,0,0,20,0,0,5,3,0,0,0,0,0,8,0,0,3,10,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,0,0,6,0,21,28,36,55,64,59,53,40,40,9,377
11101120935,core,4,5,10,0,0,3,9,0,3,29,0,5,12,11,5,0,3,3,0,40,0,5,9,10,7,3,0,0,0,32,0,0,5,4,4,0,0,0,0,15,0,5,7,4,7,0,0,0,0,22,0,0,6,5,0,4,0,0,0,14,0,0,5,7,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,7,3,16,31,22,76,56,47,34,39,60,23,375
11101120936,core,0,0,7,6,0,0,3,0,0,20,0,0,9,10,4,4,6,0,4,35,0,4,11,12,10,6,3,0,0,46,0,0,12,7,4,4,0,0,0,31,0,0,9,4,0,0,0,0,0,23,0,0,9,8,7,6,0,0,0,22,0,0,7,8,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,19,21,83,67,39,41,40,19,10,328
11101120937,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,3,8,4,0,0,0,14
11101120938,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101120939,core,0,6,4,8,3,0,10,0,0,22,0,12,11,11,9,15,4,0,0,56,3,3,20,23,21,9,7,0,0,86,0,0,24,13,12,4,0,3,0,63,0,0,22,26,4,0,0,0,0,59,0,0,9,14,13,8,0,0,0,46,0,0,16,36,14,10,0,0,0,75,0,0,0,0,3,0,0,0,0,7,0,0,0,9,4,0,0,0,0,14,0,6,3,4,4,0,0,0,0,17,50,33,144,161,94,74,48,16,4,624
11101120940,core,0,4,8,3,4,0,0,0,0,21,3,4,11,6,3,3,7,0,0,36,0,3,7,5,8,4,0,0,0,27,0,4,0,6,6,3,0,0,0,19,0,0,7,11,5,4,0,0,5,25,0,0,3,0,0,0,0,0,0,13,0,0,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,16,24,21,77,60,51,51,44,20,7,349
11101120941,core,0,0,9,3,4,4,5,0,0,30,0,6,10,3,3,7,0,0,0,33,0,0,7,9,10,4,0,0,0,33,0,0,8,5,5,5,0,0,0,21,0,0,6,9,3,3,3,0,0,29,0,0,3,9,7,5,0,0,0,20,0,0,11,12,15,4,0,0,0,47,0,0,3,0,3,0,0,0,0,5,0,0,5,3,0,0,0,0,0,11,3,4,0,0,0,0,0,3,0,13,35,22,73,70,64,46,34,8,7,359
11101120942,core,0,3,0,0,6,0,3,3,0,19,0,0,4,7,0,0,5,0,0,16,0,5,10,3,4,3,5,4,0,31,0,0,0,0,3,9,0,0,0,19,0,3,8,9,5,4,3,3,0,30,0,0,3,8,4,0,0,0,0,23,0,0,0,16,17,9,0,0,0,45,0,0,0,5,4,4,0,0,0,7,0,0,4,4,15,7,0,0,0,26,0,0,0,0,0,0,6,0,0,12,39,20,39,50,73,53,33,31,11,346
11101120943,core,0,5,5,5,3,3,0,0,0,28,4,0,4,3,6,0,0,0,0,20,0,0,5,3,5,0,8,4,0,33,0,0,3,0,4,11,3,0,0,28,0,0,0,9,4,0,7,0,0,28,0,4,5,4,6,0,4,0,0,26,0,0,4,19,7,9,0,0,0,46,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,6,0,0,0,17,4,0,0,0,0,0,0,0,0,5,36,19,33,61,64,51,64,22,9,364
11101120944,core,0,6,0,0,0,8,14,0,0,35,0,0,4,3,3,3,10,0,0,19,0,5,0,7,5,0,0,4,0,26,0,0,0,8,5,3,9,0,0,27,0,0,3,5,5,4,3,0,0,34,0,0,5,8,5,0,3,0,0,22,0,0,6,17,14,7,0,3,0,41,0,0,0,0,0,0,0,3,0,7,0,0,0,3,5,6,3,0,0,9,0,0,0,0,3,0,0,0,0,4,27,13,27,58,57,50,76,33,3,350
11101120945,core,0,0,0,4,4,3,0,0,0,17,0,0,4,10,4,3,11,0,0,30,0,3,6,7,9,8,3,0,0,32,0,0,0,14,3,7,0,0,0,24,0,0,10,0,10,3,5,0,0,24,0,0,3,4,3,3,4,0,0,19,0,0,5,15,13,5,4,0,0,44,0,0,5,4,4,0,0,0,0,13,0,0,0,7,5,6,0,0,0,14,0,4,4,0,6,0,0,0,0,14,41,19,40,78,65,54,45,7,0,351
11101120946,core,0,3,5,0,8,3,8,0,0,23,0,3,0,6,4,8,8,5,0,29,0,3,7,11,4,5,11,0,0,37,0,0,5,5,4,10,3,0,0,33,0,0,5,9,6,0,3,0,0,24,0,0,4,6,3,0,0,4,0,20,0,0,6,8,9,8,5,0,0,36,0,0,3,7,6,0,0,0,0,16,0,0,0,4,4,3,0,0,0,15,0,0,0,0,0,5,0,0,0,13,24,18,44,66,54,77,58,18,6,349
11101120947,core,0,4,4,0,0,6,7,0,4,23,0,3,5,6,4,0,0,0,0,17,0,7,6,7,6,9,9,0,0,44,0,3,3,5,9,10,0,0,0,40,0,0,0,3,5,11,0,0,0,25,0,0,4,5,7,4,0,0,0,19,0,0,3,7,15,12,0,0,0,43,0,0,0,0,4,5,0,0,0,11,0,0,0,4,10,0,0,0,0,18,0,0,0,0,0,3,4,0,0,7,53,42,42,55,77,71,42,28,6,421
11101120948,core,0,6,4,8,3,6,3,0,0,30,0,8,10,9,0,5,0,3,0,34,0,7,10,7,3,10,0,0,0,39,0,0,6,10,6,0,0,0,0,30,0,0,5,7,11,0,4,0,0,29,0,0,4,6,3,8,0,0,0,27,0,0,11,12,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,4,4,4,0,8,0,0,0,21,25,43,72,70,62,52,35,32,8,408
11101120949,core,0,0,5,3,0,10,0,0,0,20,0,0,6,7,11,4,3,0,0,34,0,0,13,8,4,4,0,0,0,27,0,0,16,4,0,3,0,0,0,29,0,0,9,8,4,6,0,0,0,23,0,0,12,8,8,0,0,0,0,24,0,0,3,11,6,6,0,0,0,26,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,6,0,3,6,0,0,0,9,25,15,65,62,55,44,20,19,3,319
11101120950,core,0,6,7,6,4,10,3,0,0,25,0,7,10,5,3,7,0,0,0,37,0,8,15,13,10,9,7,0,0,56,0,0,12,7,14,5,0,0,0,36,0,0,7,15,6,4,6,0,0,29,0,0,5,6,8,5,0,0,0,24,0,0,9,13,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,23,28,94,72,63,50,41,23,3,392
11101120951,core,0,0,0,0,3,4,3,0,0,15,0,0,0,4,0,3,3,0,0,13,0,0,5,3,0,5,3,0,0,15,0,0,0,0,0,7,0,0,0,18,0,0,4,3,0,0,0,0,4,17,0,0,0,5,0,0,0,0,0,14,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,5,3,4,19,9,3,11,31,19,45,42,51,64,275
11101120952,core,0,4,5,3,0,5,6,0,0,37,0,6,3,6,6,7,5,0,0,34,0,0,5,10,3,9,3,0,0,37,0,3,3,9,8,0,0,0,0,28,0,0,8,6,10,4,0,0,0,30,0,0,6,6,4,0,0,0,0,17,0,0,5,12,13,6,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,3,0,11,28,36,54,72,61,55,47,30,0,384
11101120953,core,0,3,3,4,0,3,3,8,0,28,0,9,4,4,0,0,6,0,0,31,0,3,6,3,8,4,3,0,0,33,0,0,8,11,4,5,0,0,0,29,0,0,6,11,3,6,0,0,0,36,0,0,4,10,8,3,7,0,0,26,0,0,7,15,9,4,5,0,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,23,30,52,77,51,49,68,36,3,397
11101120954,core,0,6,5,10,3,4,9,5,0,38,0,4,8,16,9,9,4,0,0,46,0,6,16,10,3,9,0,0,0,50,0,3,5,9,6,4,4,0,0,30,0,0,8,16,5,3,6,0,0,40,0,0,4,15,7,5,0,0,0,31,0,0,10,12,9,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,3,4,4,7,7,3,0,27,34,31,86,89,56,75,65,25,7,470
11101120955,core,0,5,6,4,5,3,0,0,0,28,0,0,5,0,4,0,7,0,0,22,0,0,4,6,9,8,5,6,0,29,0,0,0,9,5,4,0,0,0,18,0,0,0,5,0,6,5,0,0,16,0,0,0,11,9,8,5,3,0,26,0,0,11,18,8,6,0,4,0,54,0,0,0,5,6,5,0,0,0,15,0,0,0,3,4,4,0,0,0,17,0,5,5,3,0,3,3,0,0,19,23,24,46,71,60,44,47,25,12,342
11101120956,core,0,0,4,0,6,0,6,4,0,19,0,3,9,6,4,5,7,0,0,31,0,4,5,5,0,4,7,0,0,34,0,0,7,3,4,12,0,0,0,28,0,0,0,0,5,4,0,0,0,14,0,0,0,3,13,0,0,0,0,22,0,0,0,14,13,6,4,0,0,47,0,0,0,0,0,5,0,0,0,13,0,0,0,8,4,4,0,0,0,23,0,0,4,0,0,3,0,0,0,12,33,20,52,60,75,64,48,13,12,363
11101121001,core,0,0,3,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,8,0,0,0,0,0,29,8,13,25,29,15,24,25,6,3,144
11101121002,core,0,0,8,3,3,0,0,0,0,13,0,4,4,3,5,5,0,0,0,18,0,4,6,4,7,7,0,0,0,25,0,0,3,0,0,5,3,0,0,14,0,0,5,0,0,3,0,0,0,12,0,0,0,3,0,3,0,0,0,6,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,16,16,9,30,24,40,30,16,6,0,174
11101121003,core,0,0,5,0,4,4,4,0,0,33,0,4,3,0,8,3,0,0,0,27,0,3,3,7,5,0,0,0,0,20,0,0,3,12,11,10,0,0,0,32,0,3,4,5,4,5,0,0,0,22,0,0,3,0,4,3,0,0,0,17,0,0,3,0,12,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,28,36,38,62,54,44,19,4,296
11101121004,core,0,0,4,3,0,6,7,3,0,23,0,0,4,3,4,0,6,0,0,14,0,0,8,6,3,6,4,0,0,30,0,0,7,3,6,0,0,0,0,21,0,3,0,0,3,3,3,0,0,12,0,0,4,0,3,0,0,0,0,10,0,0,3,0,6,7,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,9,24,12,45,29,32,37,41,19,8,245
11101121005,core,0,0,0,0,7,0,4,0,0,19,0,8,7,3,7,3,0,0,0,33,0,3,10,5,10,3,4,0,0,40,0,4,5,3,5,6,4,0,0,24,0,0,4,0,0,5,0,4,0,14,0,0,3,4,7,0,0,0,0,16,0,0,0,6,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,12,25,23,58,40,50,46,42,13,3,295
11101121006,core,0,3,3,0,3,0,3,0,3,24,0,12,9,8,4,9,3,4,0,41,0,0,5,7,9,3,0,0,0,37,0,0,9,7,4,4,0,0,0,24,0,0,4,9,3,6,0,0,0,25,0,0,6,6,0,5,0,0,0,15,0,0,0,9,11,4,0,0,0,27,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,3,3,0,0,17,25,25,65,67,53,54,51,45,26,410
11101121007,core,0,7,3,5,0,5,8,0,0,27,0,3,7,7,3,11,3,3,0,50,0,5,13,4,9,24,0,0,0,52,0,5,10,3,10,5,0,0,0,34,0,0,10,3,7,4,0,0,0,28,0,0,0,7,11,3,0,0,0,18,0,0,10,7,13,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,10,8,0,8,0,37,23,30,86,48,66,112,61,53,20,493
11101121008,core,0,7,8,3,9,9,0,0,0,29,0,8,8,6,6,11,0,0,0,39,0,3,9,10,13,5,0,0,0,41,0,0,10,6,9,15,0,0,0,37,0,0,11,6,6,11,3,0,0,25,0,0,4,7,4,3,0,0,0,23,0,0,7,5,9,3,0,0,0,27,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,23,34,72,53,64,82,30,16,8,386
11101121010,core,0,0,3,0,4,0,0,0,9,28,0,7,3,6,5,0,0,0,3,20,0,0,10,3,4,0,4,0,0,22,0,3,0,0,3,0,0,0,3,13,0,0,7,6,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,0,0,6,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,34,19,18,48,28,36,23,43,71,122,401
11101121011,core,0,0,4,5,0,3,3,0,0,21,0,0,6,4,4,0,0,0,0,18,0,0,10,3,0,0,0,0,0,23,0,0,4,3,3,0,0,0,0,16,0,0,4,3,5,7,0,0,0,16,0,0,5,5,3,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,15,10,56,44,44,24,17,15,0,228
11101121012,core,0,3,0,4,6,0,0,0,0,24,0,0,6,0,4,5,6,0,0,15,0,0,3,3,0,7,0,0,0,13,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,5,6,7,3,0,0,35,29,16,44,32,42,59,23,9,0,257
11101121013,core,0,0,9,9,5,4,0,0,0,30,0,5,6,0,3,4,4,0,0,28,0,0,5,4,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,10,9,9,6,16,6,0,64,34,25,64,47,66,52,84,28,6,407
11101121014,core,0,4,5,0,0,0,5,5,3,23,0,3,0,7,4,3,0,0,0,15,0,0,3,7,4,8,0,0,0,22,0,0,8,3,8,0,0,0,0,20,0,0,3,4,3,5,0,0,0,18,0,0,4,0,0,0,0,0,0,7,0,0,8,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,13,15,43,25,37,29,34,37,20,246
11101121015,core,0,5,0,0,0,5,9,13,0,36,0,0,0,3,4,0,4,19,5,39,0,0,4,4,7,3,17,12,0,51,0,0,5,0,6,0,11,4,0,32,0,0,3,7,6,4,11,4,0,36,0,0,3,3,3,3,6,0,0,19,0,0,0,7,4,9,3,0,0,18,0,0,0,3,0,3,0,0,0,6,0,0,4,0,4,4,3,0,0,19,0,0,0,0,0,0,6,10,32,52,19,21,24,31,52,56,113,153,64,535
11101121016,core,0,8,0,0,4,5,4,4,0,19,0,10,5,5,3,3,0,0,0,26,0,4,6,4,9,6,0,0,0,33,0,0,6,0,3,14,0,0,0,32,4,3,4,5,0,6,0,0,0,23,0,0,0,0,5,4,0,0,0,14,0,0,0,5,5,10,0,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,12,3,0,0,0,8,0,0,0,0,12,23,29,38,43,58,57,44,23,5,328
11101121017,core,4,4,0,0,6,5,3,0,0,23,0,6,0,3,9,9,0,0,0,25,0,5,7,4,9,4,0,0,0,21,0,0,7,0,5,0,0,0,0,18,0,0,0,3,3,7,0,0,0,14,0,0,0,3,3,10,0,0,0,19,0,0,0,8,9,7,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,35,28,20,25,59,64,21,18,0,273
11101121018,core,0,5,8,7,3,0,6,3,0,38,0,7,7,11,9,0,3,0,0,35,0,3,5,9,3,3,0,0,0,18,0,0,3,3,3,0,0,0,0,15,0,0,0,5,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,14,11,5,7,3,3,0,57,38,35,60,83,62,78,62,40,6,472
11101121019,core,0,3,0,0,0,0,0,4,0,15,0,0,0,4,0,0,0,0,0,13,0,0,10,0,3,0,0,0,0,15,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,13,3,7,0,4,38,14,9,41,25,45,22,33,18,3,217
11101121020,core,0,0,10,0,6,5,0,0,0,24,0,0,4,6,9,4,3,0,0,33,0,5,7,10,6,5,0,0,0,25,0,0,7,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,13,11,10,6,0,0,60,25,25,68,60,55,72,48,25,8,383
11101121021,core,0,3,4,6,8,4,7,0,0,28,0,3,8,9,8,7,0,4,0,36,0,0,10,6,4,3,0,0,0,30,0,0,4,10,5,6,0,0,0,23,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,9,4,12,3,3,4,51,39,26,65,49,58,63,35,31,8,379
11101121022,core,0,8,5,0,0,0,0,0,0,15,0,7,4,7,3,3,0,0,0,14,0,4,10,3,5,5,0,0,0,25,0,3,7,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,15,4,5,5,0,0,0,40,19,30,65,36,42,40,29,18,4,281
11101121023,core,0,3,4,4,4,5,3,0,0,33,0,6,8,6,3,0,4,5,0,24,0,3,6,0,8,6,0,0,0,28,0,0,10,7,6,9,0,0,0,27,0,0,8,4,4,7,0,0,0,24,0,0,3,0,3,0,0,0,0,15,0,0,10,5,14,5,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,3,4,6,4,0,0,0,0,18,20,25,86,58,69,57,39,21,10,392
